問い合わせ番号,発注機関,発注地域,件名,カテゴリ,入札種別,資格ランク,案件登録日,入札日,開札日,落札会社名,落札価格,予定価格,応札企業,リンク
"R22996321","和歌山県","和歌山県","【12月13日～12月19日　閲覧表】園芸・工具・車用品　植物調整剤　切り花ながもち液　ＯＡＴアグリオ（株）　切り花ながもち液　美咲プロ　２．５Ｌ　1本",,,,,,"2023-12-19","有限会社見好モータース","3948","","","https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM1IyMjk5NjMyMQ=="
"R22996304","和歌山県","和歌山県","【12月13日～12月19日　閲覧表】日用・医療品　電子体温計　ＴＥＲＵＭＯ　Ｃ２０５　2本",,,,,,"2023-12-19","株式会社大東医療器","4560","","","https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM1IyMjk5NjMwNA=="
"R22996302","和歌山県","和歌山県","【12月13日～12月19日　閲覧表】日用・医療品　ショップタオル　Ｓｃｏｔｔ　７０３５１０　１本５５枚　１０ロールセット　5組",,,,,,"2023-12-19","岩田商店","18000","","","https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM1IyMjk5NjMwMg=="
"R22996293","和歌山県","和歌山県","【12月13日～12月19日　閲覧表】日用・医療品　ポリ袋　（株）シモジマ　ＨＥＩＫＯ　Ｋ１４－２０　幅１４０×高さ２００ｍｍ　ナイロン製　１００枚入り　10袋",,,,,,"2023-12-19","ミカサ事務機株式会社","8300","","","https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM1IyMjk5NjI5Mw=="
"R22996270","和歌山県","和歌山県","１２月分―２　文具・ＯＡ用品　案内状　月印紙製品　錦波 2号×3丁　三つ折りカード　100枚　ケント紙　318×155mm　角丸厚口　品番：ア４８２３７　1箱",,,,,,"2023-12-19","ミカサ事務機株式会社","1450","","","https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM1IyMjk5NjI3MA=="
"R22996269","和歌山県","和歌山県","１２月分―２　文具・ＯＡ用品　インクキット　リソー　ＧＤ　インクキット　Ｆブラック　容器回収含む　1個",,,,,,"2023-12-19","株式会社稲葉","50700","","","https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM1IyMjk5NjI2OQ=="
"R22996268","和歌山県","和歌山県","１２月分―２　文具・ＯＡ用品　プロジェクタ　リコー　PJ　 WX５４６２　別紙仕様書のとおり　1台",,,,,,"2023-12-19","株式会社稲葉","321000","","","https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM1IyMjk5NjI2OA=="
"R22996267","和歌山県","和歌山県","１２月分―２　文具・ＯＡ用品　マウス　エレコムワイヤレスマウスＥＸ－Ｇ線２．４ ＧＨｚ静音Ｍサイズ５ボタン　品番：ＭＸＧＭ３０ＤＢＳＫＢＫ　1個",,,,,,"2023-12-19","ミカサ事務機株式会社","2400","","","https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM1IyMjk5NjI2Nw=="
"R22996266","和歌山県","和歌山県","１２月分―２　文具・ＯＡ用品　ＵＳＢポート　ＡｎｋｅｒＰｏｗｅｒＰｏｒｔ２Ｅｌｉｔｅ（ＵＳＢ急速充 電器２４Ｗ２ポート）　1個",,,,,,"2023-12-19","有限会社見好モータース","1790","","","https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM1IyMjk5NjI2Ng=="
"R22996265","和歌山県","和歌山県","１２月分―２　文具・ＯＡ用品　背続き綴込表紙　ハクタカ　ＳＴ４３０品番３４４３　Ａ４、２穴　２０冊入り　３ｃｍ　5包",,,,,,"2023-12-19","ミカサ事務機株式会社","38610","","","https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM1IyMjk5NjI2NQ=="
"R22996264","和歌山県","和歌山県","１２月分―２　文具・ＯＡ用品　色上質紙　中厚口　A4サイズ　クリーム色　3000枚/箱　1箱",,,,,,"2023-12-19","ミカサ事務機株式会社","5360","","","https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM1IyMjk5NjI2NA=="
"R22996263","和歌山県","和歌山県","１２月分―２　文具・ＯＡ用品　ＨＤＭＩケーブル　5m　4K対応　ハイスピード　メーカー不問　2本",,,,,,"2023-12-19","有限会社見好モータース","1706","","","https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM1IyMjk5NjI2Mw=="
"R22996262","和歌山県","和歌山県","１２月分―２　文具・ＯＡ用品　コイン形リチウム電池　パナソニック　ＣＲ２０３２　４個入り　2個",,,,,,"2023-12-19","株式会社山本二三男電気商会","752","","","https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM1IyMjk5NjI2Mg=="
"R22996261","和歌山県","和歌山県","１２月分―２　文具・ＯＡ用品　充電式ニッケル水素電池　パナソニック　ＢＫ－３ＭＣＣ／８　単三８本入／箱　7箱",,,,,,"2023-12-19","有限会社見好モータース","29400","","","https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM1IyMjk5NjI2MQ=="
"R22996247","和歌山県","和歌山県","その他１２月分－②　二穴パンチ　ＫＯＫＵＹＯ　ＰＮ－Ｇ２５Ｂ　5個",,,,,,"2023-12-19","ステイショナー川越","4250","","","https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM1IyMjk5NjI0Nw=="
"R22996240","和歌山県","和歌山県","その他１２月分－②　掃除機用紙パック　Ｐａｎａｓｏｎｉｃ　ＡＭＣ－Ｕ２　１０枚入り　1袋",,,,,,"2023-12-19","不調","","","","https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM1IyMjk5NjI0MA=="
"R22996226","和歌山県","和歌山県","１２月分―２　理化学・医療用品　Ｂａｃｔｏ　Ｃａｓｉｔｏｎｅ　製品番号：２２５９３０　ユニットサイズ：５００ｇ　メーカー：ＴｈｅｒｍｏＦｉｓｈｅｒ　1個",,,,,,"2023-12-19","八洲薬品株式会社　和歌山営業所","22720","","","https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM1IyMjk5NjIyNg=="
"R22996223","和歌山県","和歌山県","１２月分―２　理化学・医療用品　ＬＡＱＵＡ　ｐＨ標準液セット　アズワン品番：３－９４５１－０１　型番：１０１－Ｓ　入り数：１式　メーカー：ＨＯＲＩＢＡ　1個",,,,,,"2023-12-19","鎌田理化医療器株式会社","4180","","","https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM1IyMjk5NjIyMw=="
"R22996214","和歌山県","和歌山県","１２月分―２　農林用品　ディスクフィルター用カートリッジ　イリテック・プラス製、ＦＡ－１３１５ＭＣ－１２０、メッシュ１２０＃、１３０ｍｉｃｒｏｎ、赤色　3個",,,,,,"2023-12-19","株式会社阪中緑化資材","14500","","","https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM1IyMjk5NjIxNA=="
"R22996188","和歌山県","和歌山県","１２月分―２　農林用品　ＯＡＴハウス１号　１５ｋｇ　2袋",,,,,,"2023-12-19","紀の里農業協同組合","19637","","","https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM1IyMjk5NjE4OA=="
"R22996179","和歌山県","和歌山県","ＯＡ・電気関係１２月分－②　モバイルバッテリー　Ａｎｋｅｒ　７３３ＰｏｗｅｒＢａｎｋ　2個",,,,,,"2023-12-19","岡崎商事株式会社","27888","","","https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM1IyMjk5NjE3OQ=="
"R22996178","和歌山県","和歌山県","ＯＡ・電気関係１２月分－②　パソコン用キーボード　Ｌｏｇｉｃｏｏｌ　ＳＩＧＮＡＴＵＲＥ　Ｋ８５５　1個",,,,,,"2023-12-19","岡崎商事株式会社","10888","","","https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM1IyMjk5NjE3OA=="
"R22996177","和歌山県","和歌山県","ＯＡ・電気関係１２月分－②　外付けＳＳＤ　バッファロー　ＳＳＤ－ＳＣＴ２．０Ｕ３－ＢＡ　1個",,,,,,"2023-12-19","岡崎商事株式会社","13888","","","https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM1IyMjk5NjE3Nw=="
"R22996176","和歌山県","和歌山県","ＯＡ・電気関係１２月分－②　ＰＣ用スピーカー　Ａｎｋｅｒ　ＰｏｗｅｒＣｏｎｆ　Ｓ３　1個",,,,,,"2023-12-19","岡崎商事株式会社","9888","","","https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM1IyMjk5NjE3Ng=="
"R22996175","和歌山県","和歌山県","ＯＡ・電気関係１２月分－②　レーザーポインター　キャノン　プレゼンター　PR7－HY　1個",,,,,,"2023-12-19","岡崎商事株式会社","9488","","","https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM1IyMjk5NjE3NQ=="
"R22996174","和歌山県","和歌山県","ＯＡ・電気関係１２月分－②　プレゼンター　ロジクール　ワイヤレスプレゼンター　R１０００SL　1個",,,,,,"2023-12-19","岡崎商事株式会社","9888","","","https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM1IyMjk5NjE3NA=="
"R22996173","和歌山県","和歌山県","ＯＡ・電気関係１２月分－②　モニター　ＩＯＤＡＴＡ　ＥＸ－ＬＤＨ２４１ＤＢ－Ｂ　1台",,,,,,"2023-12-19","有限会社堀内商店","14000","","","https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM1IyMjk5NjE3Mw=="
"R22996172","和歌山県","和歌山県","ＯＡ・電気関係１２月分－②　人感センサー付きライト　オーム電機ＬＳ－ＡＳ２０００Ｋ４－Ｋ　０６－４２８８　1個",,,,,,"2023-12-19","岡崎商事株式会社","4888","","","https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM1IyMjk5NjE3Mg=="
"R22996171","和歌山県","和歌山県","ＯＡ・電気関係１２月分－②　廃インクボックス　ＲＩＣＯＨ　ＭＰ　廃インクボックス　タイプＣＷ２２００　仕様コード：３１５５０９　1個",,,,,,"2023-12-19","株式会社うえだ","3780","","","https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM1IyMjk5NjE3MQ=="
"R22996170","和歌山県","和歌山県","ＯＡ・電気関係１２月分－②　インクカートリッジ　ＲＩＣＯＨ　ＭＰ　カートリッジ　イエロー　ＣＷ２２００　品種コード：６００２０６　2個",,,,,,"2023-12-19","株式会社うえだ","6360","","","https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM1IyMjk5NjE3MA=="
"R22996169","和歌山県","和歌山県","ＯＡ・電気関係１２月分－②　インクカートリッジ　ＲＩＣＯＨ　ＭＰ　カートリッジ　マゼンタ　ＣＷ２２００　品種コード：６００２０５　2個",,,,,,"2023-12-19","株式会社うえだ","6360","","","https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM1IyMjk5NjE2OQ=="
"R22996168","和歌山県","和歌山県","ＯＡ・電気関係１２月分－②　インクカートリッジ　ＲＩＣＯＨ　ＭＰ　カートリッジ　シアン　ＣＷ２２００　品種コード：６００２０４　1個",,,,,,"2023-12-19","株式会社うえだ","3180","","","https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM1IyMjk5NjE2OA=="
"R22996167","和歌山県","和歌山県","ＯＡ・電気関係１２月分－②　インクカートリッジ　ＲＩＣＯＨ　ＭＰ　カートリッジ　ブラック　ＣＷ２２００　品種コード：６００２０３　2個",,,,,,"2023-12-19","株式会社うえだ","17640","","","https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM1IyMjk5NjE2Nw=="
"R22996166","和歌山県","和歌山県","ＯＡ・電気関係１２月分－②　点灯管（グロースタータ）　ＦＧ－４Ｐ　４０Ｗ用　50個",,,,,,"2023-12-19","岡崎商事株式会社","8888","","","https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM1IyMjk5NjE2Ng=="
"R22996165","和歌山県","和歌山県","ＯＡ・電気関係１２月分－②　点灯管（グロースタータ）　ＦＧ－１Ｅ　１０～３０Ｗ用　50個",,,,,,"2023-12-19","不調","","","","https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM1IyMjk5NjE2NQ=="
"R22996137","和歌山県","和歌山県","【令和５年１２月１３日掲示分】①　Ｌｉ－ｉｏｎリチャージャブルバッテリー　ニコン　ＥＮ－ＥＬ１４ａ　純正　1個",,,,,,"2023-12-19","ミカサ事務機株式会社","3678","","","https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM1IyMjk5NjEzNw=="
"R22996120","和歌山県","和歌山県","【令和５年１２月１３日掲示分】①　エアブラシ　Ｂｕｃａｓｓｏ　トリガー式　０．３㎜口径　塗料カップ分離型　エアー・塗料調節可能　1個",,,,,,"2023-12-19","不調","","","","https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM1IyMjk5NjEyMA=="
"R22996114","和歌山県","和歌山県","【令和５年１２月１３日掲示分】①　ＡＩライティングレコーダー　ｉＦＬＹＴＥＫ　ＶＯＩＴＥＲ　ＳＲ３０２　Ｐｒｏ　他別紙仕様書のとおり　1個",,,,,,"2023-12-19","岡崎商事株式会社","27788","","","https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM1IyMjk5NjExNA=="
"R22996108","和歌山県","和歌山県","【令和５年１２月１３日掲示分】②　灯油ポンプ　工伸（KOSHIN）灯油ポンプEP-306　別紙仕様書のとおり　　1個",,,,,,"2023-12-19","株式会社ＭｉＬＬ","1119","","","https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM1IyMjk5NjEwOA=="
"R22996102","和歌山県","和歌山県","【令和５年１２月１３日掲示分】②　ドローンバッテリー　ＨｏｌｙＳｔｏｎｅマルチコプタースペアーパーツバッテリー　別紙仕様書の通り　10個",,,,,,"2023-12-19","不調","","","","https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM1IyMjk5NjEwMg=="
"R22996099","和歌山県","和歌山県","【令和５年１２月１３日掲示分】②　スタッドレスタイヤ　195/85R16　TOYO　DELVEX　M935　交換・バランス調整及びタイヤ下取り含む　1本",,,,,,"2023-12-19","有限会社谷野商会","23500","","","https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM1IyMjk5NjA5OQ=="
"R22996094","和歌山県","和歌山県","【令和５年１２月１３日掲示分】②　大判印刷インクタンク　Canon　ｉPＦ７７０　対応　顔料マットブラック他全６個　別紙仕様書の通り　　6個",,,,,,"2023-12-19","ミカサ事務機株式会社","32927","","","https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM1IyMjk5NjA5NA=="
"R22996093","和歌山県","和歌山県","【令和５年１２月１３日掲示分】②　大判印刷ロール紙　Canon 8738B004　同8738B005　各2箱（1箱2本入）　別紙仕様書の通り　4箱",,,,,,"2023-12-19","ミカサ事務機株式会社","17148","","","https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM1IyMjk5NjA5Mw=="
"R22996090","和歌山県","和歌山県","【令和５年１２月１３日掲示分】②　カメラ　ＣＡＮＯＮ　ＥＯＳ　Ｒ５０　ホワイト　Ｗズームキット　仕様書参照　1台",,,,,,"2023-12-19","岡崎商事株式会社","119888","","","https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM1IyMjk5NjA5MA=="
"R22995708","茨城県市町村/水戸市","茨城県","水質検査用消耗器材　一式(TORAST-H　Glass　Vial　外７件)【水戸市】",,,,,,"2023-12-19","アズサイエンス株式会社","468160","","{応札企業名＝アズサイエンス（株）、応札結果・備考＝ (第3回,第4回は随意契約)、応札金額＝468160},{応札企業名＝（株）アート科学、応札結果・備考＝ (第3回,第4回は随意契約)、応札金額＝480700},{応札企業名＝平成理研（株）、応札結果・備考＝ (第3回,第4回は随意契約)、応札金額＝483725},{応札企業名＝中山商事（株）、応札結果・備考＝ (第3回,第4回は随意契約)、応札金額＝485100},{応札企業名＝理工科学（株）、応札結果・備考＝辞退、応札金額＝},{応札企業名＝東海ケミー（株）、応札結果・備考＝辞退、応札金額＝},{応札企業名＝東鉱商事（株）、応札結果・備考＝辞退、応札金額＝}","https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM1IyMjk5NTcwOA=="
